country,year,gdp,gdp_per_capita,capital_stock,labor_force,human_capital,tfp,investment_rate,government_expenditure_share,trade_openness,inflation,population_growth
C00,2000,1031.1716671454672,7.675060256855034,629.5134275303035,134.3535597944614,3.846413032148511,1.8622196732847158,0.11655440491102403,0.24199737620070158,0.4825120061495644,0.030338154513829735,0.02406758608684835
C00,2001,1137.6421880721623,8.35188790492594,705.6350876284307,136.21377597766624,3.913435502678106,1.9346220879861697,0.0962774692068187,0.18738535434129217,0.6389824191372635,0.06345468615331931,0.01381524644560959
C00,2002,1218.1278342315368,8.82453669229275,765.769942224936,138.03872959080513,3.99336825533676,1.9696417974390332,0.1522715263523086,0.19385792837987903,0.49799629176322635,0.04696761091483011,0.021465362366493407
C00,2003,1359.1727346482194,9.687171224959952,897.6522308798585,140.30646337149247,4.1300635496061116,2.012400636500309,0.10948262678670823,0.20626214434535317,0.4537977494659018,0.06361253811227356,0.025792977895037022
C00,2004,1470.2112193405653,10.314603853550825,983.622375964429,142.53685747072507,4.23306600958668,2.0535786917270986,0.17022174512637778,0.2558717193061579,0.5631917825995694,0.017387915069275315,0.015552427851872384
C00,2005,1620.9076910143133,11.193636191401998,1165.0307291074498,144.8061794485832,4.293728794844863,2.0925993763935558,0.1543344941706775,0.21308732996144095,0.601950283781686,0.0836060223147195,0.01867671583381022
C00,2006,1751.459370515917,11.702000595209332,1333.640546659983,149.67178955989328,4.385976148332999,2.081864450885191,0.11418102184166962,0.1992988966097274,0.5664805822011223,0.061420014822762756,0.022366188122867725
C00,2007,1796.7132320073583,11.773178152475142,1440.2691290334592,152.6107231826459,4.4147193942007945,2.044119058282511,0.13295071547016285,0.21425595177293888,0.6321140616195305,0.0026278366386403643,0.02086590462925591
C00,2008,1917.7902056080675,12.29692000511006,1578.3245996912037,155.95695546617512,4.442004330194338,2.075166560239356,0.14837474117309404,0.13428118808677508,0.6536681040522425,0.05682353579104703,0.025415256215876387
C00,2009,2009.8287860402702,12.56945603096041,1752.3935030942112,159.89783337399547,4.447441587204209,2.0611929552134796,0.1622264442997755,0.20055143803648834,0.6772571529459072,0.15558194471964162,0.022854452553465836
C00,2010,2212.0935217879723,13.48807391545396,1955.7733354882637,164.00366246906952,4.55793205637635,2.1134311087564726,0.13781247683375572,0.2103587688197307,0.4840762178193642,0.032895441797799733,0.017573182260854484
C00,2011,2305.6362402619384,13.777258433056348,2123.723289229591,167.35087401205524,4.735160440075881,2.060538673960196,0.16801424068040638,0.11549136515241393,0.5292102201315849,0.07266851790902099,0.020321400095477313
C00,2012,2491.1926466857103,14.671673164380614,2362.442381176356,169.79608383955434,4.772463233819946,2.1139524532134413,0.125997557542046,0.188658343583279,0.606835775985572,0.02045198957182549,0.03071972044662663
C00,2013,2615.1049711247115,15.05268005406156,2510.9556033431154,173.7301903536504,4.747466688144952,2.147465870547322,0.128260338888825,0.21409733339184894,0.4811218892350949,0.03655790675599303,0.022524936394902287
C00,2014,2733.987040867841,15.3632034869419,2670.6029609354036,177.9568332341376,4.761716359104934,2.15889918969813,0.13403295673166568,0.1538668306970515,0.8648181360421645,0.052149451328828665,0.013695580228324775
C00,2015,3005.70481558239,16.48472998989334,2850.105120423499,182.3326689260403,4.937354911901396,2.230549042574212,0.1033047599786705,0.16063063708534994,0.7900366723779934,0.01876991603143658,0.022219097140731142
C00,2016,3138.5272330121566,16.81184005204915,2961.101376534327,186.68552777657493,4.965730617014427,2.2547909317849366,0.051824162776152594,0.1390244943466284,0.562114777291026,0.002566504541054518,0.028162056519658175
C00,2017,3216.3338582169654,17.010052002452635,2916.4758263779336,189.08430484240793,5.018645091999363,2.2879862571859024,0.19240722497952056,0.12256551395282242,0.7744745628232439,0.04030699183058761,0.015092456744760245
C00,2018,3456.1513222844533,17.879461694093276,3331.168390798679,193.30287351023773,5.1046433803243465,2.2879763329682494,0.15173173177105892,0.16458745612552958,0.6170276017876872,0.059863920235631404,0.02793008408072676
C00,2019,3578.624537611235,18.26084455465125,3622.3944288358266,195.9725645164488,5.293506739595225,2.2269344942393734,0.14528969537035477,0.20353268825938306,0.6421487801602549,0.021319014405382187,0.018959388748213624
C01,1990,171.72590347340656,0.8696079791847284,18.6305191116336,197.4750779476545,3.3968079822478106,0.8973832024245496,0.14968773542419658,0.21251448475355839,0.6944443262885418,0.015130149672337834,0.01719909479901515
C01,1991,239.71352993606007,1.185747121640404,43.03164437842765,202.1624388212151,3.4692549689447296,0.9078370874904025,0.14415898160005797,0.23110659583153698,0.5112642916746255,0.05641292143510114,0.01898903673783053
C01,1992,307.81012003374246,1.4943279586468436,74.57628762327514,205.98565278298966,3.5605948837110217,0.934090445645584,0.1652107852867883,0.23221915228617315,0.6031505762449139,0.06045858913884892,0.01844866621703272
C01,1993,377.4075233738131,1.7934275673338445,120.20949913964103,210.43923392728752,3.6097055449646214,0.9472027711230987,0.15882143235473895,0.1472711726706611,0.9138580913528189,0.009819478555008941,0.013929056936061338
C01,1994,452.1917783668868,2.0947743817208964,171.73523764354977,215.86657843094434,3.6933829603029964,0.9706787665025061,0.15997952357865458,0.1795101290861234,0.46541184427712523,0.04227413674581179,0.016614191442439443
C01,1995,512.7145796254698,2.3174966035320312,232.05519627782041,221.23638880163017,3.743691870381189,0.9663109164686017,0.13160763829322294,0.19651725817102497,0.5154413170794038,0.015333388133007057,0.02121843605745956
C01,1996,562.4076076185582,2.489277186010006,283.28848748138364,225.9320941755088,3.7810540648615567,0.9688064752617874,0.14830330754035853,0.12207662634010702,0.38888043384351667,0.018446673362426922,0.018932764241440764
C01,1997,642.5509605391102,2.7839926989662294,346.8652017533791,230.80195604597182,3.895244250425673,0.9974660054927902,0.13670251572121522,0.17923935168389243,0.44962059530432863,0.039444605920228304,0.01855670680539931
C01,1998,709.807234975799,3.0103311593257613,410.4229704154222,235.79041554178312,3.921538599359772,1.0200480354640349,0.18760484353417592,0.1756495940617257,0.6602567583148412,0.06070431975133338,0.01799389764057082
C01,1999,797.6813609559372,3.3130372372412764,514.8566377434034,240.77041814964815,3.9813063760959864,1.0343810636969586,0.11859555202917825,0.1809804069703577,0.6746997436868174,0.08353430823385125,0.024796354130426034
C01,2000,874.2082332857318,3.522505804853365,573.4181344473208,248.17793971587886,4.010582629925589,1.065292761151169,0.14739901676551637,0.2675921173287069,0.4787552571967273,0.01480834473457672,0.017003036772779888
C01,2001,927.8658311995218,3.703966819163599,662.1362990706443,250.5059781850436,4.049846482292681,1.061907693308763,0.14650838416339787,0.19367023903108638,0.8814256258823829,0.06851271514558151,0.017115481721687986
C01,2002,978.3312555966977,3.845780706410084,751.7268817851692,254.3908065184349,4.131324949364873,1.0467209124738721,0.19701677630122236,0.22717760482885146,0.5296236521842943,-0.011394035872726319,0.026769361870827065
C01,2003,1049.5191372579836,4.046995204902,891.8536701925959,259.33293323074207,4.245995611111638,1.02610879992417,0.12420022444708144,0.18020974798872733,0.6070470890647113,0.026498035855622694,0.023114249661737495
C01,2004,1112.6140627827283,4.228297344493551,959.7744256880629,263.13524620771267,4.304033192224652,1.0409978211257005,0.15771236849404818,0.20846459512355558,0.4313036862243196,-0.006023425122068667,0.026388384109492548
C01,2005,1228.7116710643738,4.570501979508363,1068.0632149511482,268.8351687786695,4.336500426147504,1.0867621121086426,0.14593390303655715,0.22717188736255306,0.6101277722115164,0.1018224377464596,0.028776704212216023
C01,2006,1338.7033755035666,4.887969042357663,1172.6094797695623,273.8772205598619,4.445015601781638,1.114170581574506,0.18369373683321658,0.14140306157679583,0.7029077189997659,0.07175273460548763,0.011206302567884428
C01,2007,1418.600289744091,5.107758170299577,1336.4382417431839,277.7344272077956,4.421111155506194,1.1215617328798082,0.1642795319807288,0.24009428208384112,0.6111142170629662,0.08885846636713876,0.013099492708925544
C01,2008,1523.3495618188315,5.422645692927577,1475.9345564880464,280.92367602140087,4.485435445767809,1.1438541886538531,0.14194215749907843,0.09730231599840493,0.5866319940730818,0.0008659149848544087,0.023348362744150194
C01,2009,1593.7898015199494,5.552170322851757,1588.8466609637237,287.0570801764115,4.5106297697520565,1.145826360606361,0.11121641269255307,0.17749283610907313,0.7432713480751857,0.01042821860993369,0.02252023257758922
C01,2010,1658.6484018471497,5.679580140820017,1654.8829790072878,292.0371507615833,4.542638696821633,1.1571793877878593,0.11200422712469106,0.1578540277861127,0.4203183161116727,0.09894175398749168,0.020176317759858644
C01,2011,1736.7619163064458,5.850516592403041,1724.8168027972715,296.8561645584682,4.62116969172805,1.168521086739565,0.13652454967135386,0.204566668001737,0.7136261565070957,0.02408496557168418,0.0171209087967766
C01,2012,1756.5520409924438,5.808991332652438,1841.1902651115574,302.3850338902789,4.584259746044337,1.1473272415360785,0.1841374820807405,0.24579870854005134,0.5626445940665432,0.057296708891672994,0.02155625077271768
C01,2013,1910.9283834875775,6.103490952547788,2035.7540165258824,313.08777195612885,4.705934588177121,1.1582112020962667,0.11462378666580042,0.1157421471896971,0.6305195453800835,0.0173094776414709,0.01288873145201163
C01,2014,2053.9757846194934,6.452198395695667,2112.2890827315737,318.3373570765777,4.725667923884001,1.2124214769475494,0.16992715837390604,0.17968109434733529,0.8219916208335039,0.04232104922942855,0.015693578993358683
C01,2015,2168.0573780708564,6.627541688319674,2313.455115389568,327.12844068439784,4.823009018331478,1.201865168708228,0.13786232162790193,0.1449752698646097,0.39258004035534955,0.06778532642594924,0.029547083202350652
C01,2016,2258.6274280720436,6.815751979283239,2450.4066808756484,331.3834533500097,4.923539602851387,1.200648474179981,0.1290601725346849,0.1563042430304452,0.4704013845480276,0.04145564883834481,0.01584524941794481
C01,2017,2367.5701696372716,6.995141041681733,2570.3770587729023,338.4592470015549,4.995439130332633,1.2093497821453094,0.11654372130595039,0.1569291467772667,0.7133086838738634,0.05502751562873143,0.015112223776007246
C01,2018,2413.6301835901118,6.98799774338527,2666.3761026812867,345.39653162807855,5.1091813885673805,1.18375872889241,0.16006758644537075,0.15349504964216612,0.6855898002889739,0.017102225303724496,0.010975589496677405
C01,2019,2563.393585092919,7.334591164204052,2866.0737335525628,349.4937246950284,5.1888912528357265,1.2042888050881047,0.11682410816881716,0.20554369835109496,0.35077199065965603,0.03801760604058051,0.013944919001187717
C02,1990,286.9321019450405,2.6297533132987896,7.9231853637238,109.10989273937254,6.702744863941374,1.9120016941876607,0.16648829443760838,0.13481172581369527,0.6794706266872924,0.08324705861973701,0.007641777499363553
C02,1991,584.0801359757786,5.2687545146507295,55.1393986604909,110.85734481491549,6.843421630660383,1.927241667807294,0.15397442329481198,0.15584059253136717,0.612988468120935,0.035329682938237614,0.02583891030829904
C02,1992,835.9499519233352,7.383704969519566,141.2130428490824,113.21551380698352,6.970339076484559,1.9345064970455834,0.12935189429714572,0.16269767248721514,0.6591678213567445,0.027370465575392113,0.021448874284482066
C02,1993,1047.0712785943517,8.97582026592751,239.45983966853794,116.65466192199352,7.137589530724371,1.9451357773178617,0.1808747057629293,0.16367698507913794,0.2942813197233219,0.00975741067247788,0.010646040394870722
C02,1994,1354.1077153618503,11.399870609734869,412.0863603203078,118.78272672722409,7.246795001773813,2.0357423209699808,0.15595275913011092,0.1712359788476454,0.7244108371775233,-0.02,0.021178072790542832
C02,1995,1618.8276324863018,13.310952964140343,594.4171494679376,121.61620861011359,7.248346978806675,2.1079915247062635,0.1573299718712082,0.16338848344396795,0.6949172799159427,0.10812078573413186,0.020909331275292476
C02,1996,1830.07573603994,14.734972066136303,807.4980548885865,124.19947101533998,7.324169949086386,2.0974844017573817,0.17285275136149786,0.14575664696364532,0.6107349355829088,0.0256702765970465,0.02239489912873196
C02,1997,2083.853037613567,16.42242996067322,1067.3068172208073,126.89066372051931,7.512401816267754,2.1012625844788375,0.1407560289548956,0.1408494513687077,0.5333560109885832,0.05131901479134557,0.02378494308322676
C02,1998,2372.336861046432,18.412559338752992,1285.910218515433,128.84340614470497,7.69254201178746,2.1850771829820417,0.16232807501207375,0.2550718325023226,0.483931620134464,0.0026603589006574946,0.011106398755478607
C02,1999,2660.977638003948,20.100439652802322,1580.9933791532053,132.38405149177746,7.860065550452154,2.2089989707978193,0.15923391455270644,0.13498043810806493,0.9668627969425239,0.043876635459256824,0.020546973973024466
C02,2000,2963.7602120783354,21.870810864008046,1894.041728449064,135.5121321521591,8.017326710751572,2.2456996910095115,0.12807491549093733,0.19885873428543982,0.882303674471255,0.08036260138464933,0.027965933133196987
C02,2001,3168.962692842517,22.984151005258607,2141.042146154965,137.8759951636883,8.058351364696735,2.267099816128335,0.15406102667205357,0.22376766073883794,0.3461303055427771,0.08588650958381841,0.019209960507105054
C02,2002,3314.608647985088,23.618546327686822,2479.382841868871,140.33923180528433,8.097763775964584,2.2197715100159727,0.1774263585869693,0.18293271868753616,0.4065058650388419,0.0011476368380915203,0.01832107650354936
C02,2003,3527.6037009092115,24.44341089714533,2893.9249854909212,144.317162435018,8.198834688451974,2.1800360385484963,0.14580358064556836,0.16909105721009318,0.19546700355876423,0.038371154004465634,0.018845327348956612
C02,2004,3926.7576333738216,26.58497872979373,3205.687487197678,147.7058783189137,8.478059524468014,2.2566303581929272,0.14626359349560825,0.13573896365033317,0.986003970487479,0.04177655302043465,0.02006964645956473
C02,2005,4208.142450251647,27.934689233722004,3555.6310453374053,150.64217879938647,8.623253430193236,2.277288544645953,0.1378479362330123,0.15812564235038432,0.5950870094676002,0.023697256865987053,0.01643577108661418
C02,2006,4625.457113658286,30.087172692661387,3886.820624305508,153.73518678232233,8.731286019683642,2.3751613220007486,0.07668896774464837,0.22366027407689848,0.7869127788746444,-0.02,0.018286562029598257
C02,2007,4700.510267171603,30.03053250546212,3969.464711997717,156.52437286340654,8.739365173712995,2.3667294577738147,0.1228702555461145,0.2500908177369449,0.7403517589721191,0.07814665284982476,0.023608360320216175
C02,2008,5005.503790629823,31.526514496593958,4269.155079882386,158.77123971857418,8.82503306698971,2.418860394050357,0.12033008443275763,0.20851993720689552,0.5639511902762797,0.028755375773512074,0.02355479984101746
C02,2009,5427.3406788227985,33.44031151529953,4572.626918045594,162.29934569657627,8.92612783832645,2.5054869673126814,0.1255936239018427,0.20463742427777054,0.6889651886952576,0.030713606820580292,0.02163066511121059
C02,2010,5760.4473631280125,35.011519669291815,4934.182417785644,164.5300580363106,9.14514336245157,2.5263739946977815,0.14319077049555895,0.22196036903347557,0.4943484464185861,-0.002253838890906787,0.01221685413238048
C02,2011,6339.466750815412,37.66336221392299,5413.63254486606,168.31919345936421,9.1652454740397,2.6482020940916806,0.09784401683587005,0.24785825473160153,0.6316526200803927,0.03709860664388823,0.017275404565955253
C02,2012,6819.407330224381,39.64276430135878,5654.957158222657,172.0214886727927,9.300259637355078,2.7399700572352437,0.16479569704064465,0.1860120704584751,0.5454581681679216,0.038291631288367975,0.021539008844460295
C02,2013,7369.920121011461,42.35805616139208,6382.91914153548,173.99098988231881,9.314389510156136,2.814577817166687,0.1679584701358179,0.17264066654589283,0.6027650899598089,0.05042745116085013,0.017301201598453192
C02,2014,7784.546439724122,44.0318041609735,7173.955310176263,176.793719631951,9.473694104570919,2.793359012079229,0.1759822996882942,0.11189665583048637,0.7543733455988465,0.05417792447239129,0.02128014867156938
C02,2015,8679.499986467028,47.90056974527822,8041.720822956899,181.19826199609258,9.778378380551668,2.8850211182553283,0.11059389307362516,0.12881692133057193,0.5062772133456481,0.04078273150632501,0.022588295102345616
C02,2016,8991.145201679146,48.82121671878928,8438.70005878578,184.1647096480253,9.94471573497006,2.876069374117071,0.14797084756480697,0.12373355612607109,0.46151501308336434,-0.0005505381684900099,0.015120633735113336
C02,2017,10075.39542639786,53.36029181229852,9178.418430741485,188.81822201871233,9.999622470142924,3.0681421102811526,0.1835626424733868,0.18739344494779495,0.4712463329728179,0.06100929638226974,0.017121810868811132
C02,2018,11057.036606242527,57.376625629902215,10385.395349023447,192.70977484043743,10.413970111213649,3.09922166638782,0.20540625278702226,0.1518729429949645,0.5947517264254557,0.0931240190690653,0.016865164711061163
C02,2019,12004.805926194933,60.535447283720885,11929.602130809017,198.3103531048535,10.64644149113403,3.1015490154348235,0.19160300300075714,0.2189021779850692,0.6932714943325794,-0.007106741596713692,0.016364314120875658
C03,1990,662.7954480164296,3.8740699340357234,16.61550089943656,171.08504990925078,2.6270518727617196,4.67689212476301,0.16040583458941735,0.20239161791724158,0.7621171088331933,0.06501766463646712,0.022295900396142182
C03,1991,1374.4186397223918,7.878729767868637,121.76867283761818,174.4467293862017,2.622826746856642,4.774198840735529,0.15047754770257463,0.19086315348781493,0.4084877136269536,0.007568303787752133,0.02526576426666452
C03,1992,2005.2362432520843,11.271630907406806,320.06401216111885,177.90116263782244,2.6806723881471135,4.834571717399776,0.1469684963166612,0.2175313522390399,0.5225932907673939,0.0428836233082295,0.017688623556474787
C03,1993,2577.685959320384,14.235641120811787,592.36608674027,181.0726989704691,2.7127854081336817,4.914722148979485,0.1333110609796982,0.23023024502294082,0.46580890466707436,0.03439385067515923,0.017801344708629124
C03,1994,3165.4176570211052,17.01799078063208,894.5345107779226,186.00419390423104,2.759201926044949,5.07776960759681,0.10460649440175677,0.19068201063477036,0.7334446193435156,0.04246851967826273,0.025327401875326755
C03,1995,3789.6224410386144,20.025145779582726,1163.0403394418681,189.24318867643123,2.8406558399896658,5.380870015554095,0.1399091128597533,0.16217989914396913,0.8180076715676551,0.08738716437192137,0.017385699864233658
C03,1996,4267.5664544480005,22.154161621283823,1611.8302294800624,192.63046498442478,2.875472788773451,5.301347660529637,0.12438232695054474,0.13983436932991727,0.4848303652343807,0.03895945337839656,0.021171073662682605
C03,1997,4876.77789914385,24.633122199159164,2029.811959436786,197.97644243856004,2.889933722848106,5.472018229759973,0.14685846841722913,0.17802145161390268,0.7012229238249905,0.0063183393531310444,0.021912048730920255
C03,1998,5561.107390352871,27.516511853243205,2603.921255355469,202.10073936742157,2.9480917045787445,5.570199580661692,0.2284913880746756,0.15449040062994734,0.5203504567497274,0.02130578420725707,0.017222614404198727
C03,1999,6731.214576348882,32.755513733279166,3692.3119143346503,205.49867210631038,3.02844185064203,5.799901702794097,0.1405340044245278,0.14670577707583085,0.6707123334579606,0.023433308671570865,0.023164659088777555
C03,2000,7560.105024558204,36.03187399529718,4379.814619386284,209.8171476050603,3.027965086806549,6.054435074487221,0.2132987987735087,0.15548845238062453,0.5418447660096024,0.04857596172174715,0.021672283949935124
C03,2001,8675.182123692202,40.40524433341073,5685.788916369076,214.70435996148086,3.1361403337819835,6.105879314751254,0.13783095424813596,0.12482723087941891,0.4903604940087121,0.03900619081378609,0.02897278931758894
C03,2002,9398.162005156573,43.02344988841595,6483.492322608106,218.44278014736852,3.190669375282302,6.177561851226626,0.19884297620871902,0.2810772970349449,0.5203696840619518,0.025316816724453337,0.02522080438534536
C03,2003,10698.2232511762,47.854693091918136,7898.406364022574,223.55640711407992,3.2992586890436373,6.325583193547333,0.1550166281332559,0.20362619322769238,0.7663055370874361,0.06461446543592092,0.02253637015553649
C03,2004,12051.42034273763,52.57581576092754,9003.920413955126,229.2198450621819,3.3885115678973716,6.581386350414095,0.18780154143015423,0.1733152767873258,0.6220070529649984,0.0761952689952507,0.015915321645063818
C03,2005,13214.714085093596,56.41845987493908,10636.92130176711,234.22677815711756,3.4262191731386626,6.6646691411178285,0.20876512327080854,0.18764396272079611,0.6069654822234223,-0.0007956842293975752,0.023731267830136103
C03,2006,14681.768094482164,61.25896363385884,12651.108225606466,239.6672621207602,3.5540575355859922,6.703734414750029,0.17959528184462575,0.1899753473484302,0.8366179919645211,0.03714113402839144,0.021395107628851696
C03,2007,15812.831816602838,64.49240049312905,14402.30692871997,245.18907182385806,3.6145089507456327,6.7243554307507445,0.18058640989626898,0.22294526999439088,0.44602270508834096,0.04398909022440628,0.016499395925304135
C03,2008,16783.590674892563,66.71859506502143,16249.727971763376,251.55791512899677,3.613670955153197,6.7298821827151825,0.1872800648440604,0.2426209611693736,0.5901374608390518,0.02334401419920405,0.02940578534720295
C03,2009,17914.982585090456,70.31887164540217,18255.478963649985,254.76777664224414,3.58850643525273,6.871331672360081,0.16284275968399875,0.13915068731477145,0.706253467094903,0.04731402141313597,0.017179606846316357
C03,2010,19393.569602376883,75.10127435906202,19894.920640041393,258.2322306497157,3.6746601583408975,7.045308608968256,0.1775069965822294,0.25386547984190666,0.4394872850510771,-0.0057657551277421615,0.016540459650593777
C03,2011,20707.532395500704,78.63480055406806,21944.770488364833,263.3380163692604,3.739283624997494,7.0960424598675935,0.19294863136878626,0.12993842303238223,0.8165646906109889,0.03753546464822294,0.02558647915794064
C03,2012,22595.544696312318,83.98081201366891,24404.12658891596,269.05603976101844,3.8131727338698265,7.264014040810779,0.19869991762358036,0.20570891039470174,0.7993728795198647,0.04589563509104411,0.023545018787942563
C03,2013,24184.17085898798,88.16158003263028,27185.570597509024,274.31644090358816,3.9269488618055024,7.252924219642356,0.24155045727656402,0.17839368197422625,0.38538373468229276,0.04384313244732368,0.016594741712625597
C03,2014,25976.257854230018,92.45674789042175,31124.27818552649,280.9557814537957,3.9603662703989806,7.275270973079865,0.13315127143111158,0.16190774723003692,0.23641810100565647,-0.0075170847045717,0.023802073280721488
C03,2015,26892.19696665203,93.47994892465742,32404.35047285276,287.6787725710729,4.037360307271688,7.222069431231957,0.18895769462226525,0.17985589843637725,0.42624529662111854,0.08510194905301452,0.024386811452878358
C03,2016,28767.142204112733,98.14301503325376,35217.5334818995,293.11451451094683,4.099479225704852,7.3397823736398795,0.13165054863723225,0.17011290469917612,0.4977023628003302,0.009951399703152536,0.018594498535570225
C03,2017,30120.25483289853,99.86442936866672,36539.51619206325,301.61144486896757,4.188188812389413,7.344014392088826,0.211007982015084,0.23597421746344008,0.7386950524369154,0.04178891109760523,0.016765316111472132
C03,2018,33019.93208674729,106.9656368055779,40337.36424868883,308.6966344786479,4.2682471096261265,7.566945439943795,0.21671345737201186,0.2219821086127734,0.5197147182659148,0.07952182196902977,0.020987998023461997
C03,2019,36754.36271404082,115.55297723163086,44669.61239598864,318.0736974034441,4.302995257888085,7.928855925011608,0.20822451039774012,0.15394327985542205,0.5274171248918518,0.030389580754170396,0.022120829732009583
C04,1990,629.8318353441712,0.7646298402894123,12.035043718835292,823.708155446536,8.944307246233903,0.8078112079174066,0.14155226717206915,0.18480125306873044,0.6920276959095625,0.009316223044047837,0.018713117312883276
C04,1991,1383.7576678798291,1.6605553243623914,100.3467148886296,833.310187006961,9.115802986069465,0.8282145974309809,0.126399504832187,0.2429594705316013,0.4161351505496488,-0.0039312464062946015,0.021122259092799862
C04,1992,2031.233347187884,2.377549100800443,268.2287288741778,854.3391791589222,9.41071351756197,0.8305553813600757,0.17364200898925222,0.1784596612199717,0.574105905008877,0.06650979812460017,0.023261614392067097
C04,1993,2881.9324813347243,3.332900229514444,602.1601569846528,864.6920948349483,9.695037723159006,0.8641068570275631,0.12302967136269079,0.19583214133749635,0.6741045279424108,0.04782021297471721,0.0172484742307729
C04,1994,3527.1996939347923,4.012366187544031,914.5721520638022,879.082199646835,9.839044856935951,0.8952929817860135,0.15847081349484052,0.16517542671655575,0.7157548065972517,-0.02,0.02574382850186052
C04,1995,4121.425818111965,4.635935439718971,1409.510306275935,889.0170865627508,9.951608829971104,0.8860360344940678,0.10365849071109351,0.22643307149514078,0.5298448198032163,0.050395116451921476,0.01976539710560408
C04,1996,4483.99411207462,4.933332301498227,1738.0653647198394,908.9179155259528,10.109771672600436,0.8740152082787975,0.17254724710952393,0.1602497366735475,0.36651271520103734,0.027156545171022624,0.027503798953171555
C04,1997,5155.6080061472185,5.537946844483342,2390.10162928324,930.960182704355,10.226842968656754,0.8784092684330602,0.13333609984922903,0.2630699193424336,0.657290317834733,0.052901249415732085,0.02515141727015921
C04,1998,5690.335756920042,5.985474082932874,2910.223179124543,950.6909023540179,10.354544502007878,0.885529370742088,0.14107834678839418,0.17851111053960633,0.709144431545547,0.041558376574218986,0.023663200386077898
C04,1999,6044.781277024275,6.236098301019319,3509.2907178429905,969.3210378092065,10.519302023850154,0.8611094461637876,0.17085131022774286,0.1938595390359197,0.7497015164789478,-0.02,0.030441873523903637
C04,2000,6623.370105320304,6.703606084403212,4296.399168813707,988.0309227492368,10.797273901425495,0.8535665335540653,0.16199670055183354,0.13786337747305374,0.5064346558956292,0.09742094061600359,0.019046587996183268
C04,2001,7384.174858361297,7.319284328941395,5068.615330592286,1008.8656932158403,11.056233239998242,0.8724777311721753,0.1484579231446788,0.19459844009864902,0.9605123377857412,0.03827143608899244,0.02100549523357484
C04,2002,8297.955101447315,8.022441570236925,5810.051521060297,1034.3428529579496,11.348091980712349,0.904224560204668,0.16348628954915684,0.13427980349078064,0.8450147298451643,0.005609638209439362,0.021513177326195166
C04,2003,9091.868958415316,8.649623970553362,6759.949804967195,1051.1288108439771,11.512210318316363,0.9211777229908902,0.15430317309355682,0.19687683016941138,0.842056690358797,0.0536060290454194,0.018779216823546756
C04,2004,9711.856786480974,9.01568132681005,7689.657548253785,1077.218286054621,11.82602893109353,0.909687222375813,0.16278177673075098,0.20804690969243592,0.5553654744960012,0.08127120439934858,0.01924972206483737
C04,2005,10507.181658844094,9.556857166682674,8732.294822933995,1099.4390180356008,11.983997588521808,0.92095613699188,0.11226323515849898,0.12239796469622821,0.8391757594837458,0.014591159550450167,0.015043038252718464
C04,2006,10710.620333995626,9.652771269196998,9300.604390748496,1109.5901928365727,12.08762990861092,0.9077333007694015,0.1944636437005826,0.22039268357370537,0.4967774482233414,0.10757307416032927,0.024908827434957974
C04,2007,11995.238204866308,10.615444359447888,10732.38833983844,1129.9798481059706,11.967427101869665,0.9617643529336977,0.10403493011434818,0.11418405012172432,0.753385564801446,0.11319257219017817,0.02692136409255259
